agency_cd,site_no,date,discharge
USGS,5552500,1/5/1917,960
USGS,5552500,1/6/1917,960
USGS,5552500,1/7/1917,960
USGS,5552500,1/8/1917,960
USGS,5552500,1/9/1917,960
USGS,5552500,1/10/1917,960
USGS,5552500,1/11/1917,720
USGS,5552500,1/12/1917,720
USGS,5552500,1/13/1917,720
USGS,5552500,1/14/1917,720
USGS,5552500,1/15/1917,720
USGS,5552500,1/16/1917,720
USGS,5552500,1/17/1917,720
USGS,5552500,1/18/1917,720
USGS,5552500,1/19/1917,720
USGS,5552500,1/20/1917,720
USGS,5552500,1/21/1917,685
USGS,5552500,1/22/1917,685
USGS,5552500,1/23/1917,685
USGS,5552500,1/24/1917,685
USGS,5552500,1/25/1917,685
USGS,5552500,1/26/1917,685
USGS,5552500,1/27/1917,685
USGS,5552500,1/28/1917,685
USGS,5552500,1/29/1917,685
USGS,5552500,1/30/1917,685
USGS,5552500,1/31/1917,685
USGS,5552500,2/1/1917,840
USGS,5552500,2/2/1917,840
USGS,5552500,2/3/1917,840
USGS,5552500,2/4/1917,840
USGS,5552500,2/5/1917,840
USGS,5552500,2/6/1917,840
USGS,5552500,2/7/1917,840
USGS,5552500,2/8/1917,840
USGS,5552500,2/9/1917,840
USGS,5552500,2/10/1917,840
USGS,5552500,2/11/1917,485
USGS,5552500,2/12/1917,485
USGS,5552500,2/13/1917,485
USGS,5552500,2/14/1917,485
USGS,5552500,2/15/1917,485
USGS,5552500,2/16/1917,485
USGS,5552500,2/17/1917,485
USGS,5552500,2/18/1917,485
USGS,5552500,2/19/1917,485
USGS,5552500,2/20/1917,485
USGS,5552500,2/21/1917,440
USGS,5552500,2/22/1917,440
USGS,5552500,2/23/1917,440
USGS,5552500,2/24/1917,440
USGS,5552500,2/25/1917,440
USGS,5552500,2/26/1917,440
USGS,5552500,2/27/1917,440
USGS,5552500,2/28/1917,440
USGS,5552500,3/1/1917,425
USGS,5552500,3/2/1917,425
USGS,5552500,3/3/1917,425
USGS,5552500,3/4/1917,425
USGS,5552500,3/5/1917,425
USGS,5552500,3/6/1917,425
USGS,5552500,3/7/1917,425
USGS,5552500,3/8/1917,425
USGS,5552500,3/9/1917,425
USGS,5552500,3/10/1917,425
USGS,5552500,3/11/1917,2040
USGS,5552500,3/12/1917,3330
USGS,5552500,3/13/1917,6460
USGS,5552500,3/14/1917,9620
USGS,5552500,3/15/1917,4870
USGS,5552500,3/16/1917,4870
USGS,5552500,3/17/1917,4450
USGS,5552500,3/18/1917,3020
USGS,5552500,3/19/1917,2720
USGS,5552500,3/20/1917,3020
USGS,5552500,3/21/1917,2870
USGS,5552500,3/22/1917,2870
USGS,5552500,3/23/1917,3680
USGS,5552500,3/24/1917,4050
USGS,5552500,3/25/1917,3020
USGS,5552500,3/26/1917,3330
USGS,5552500,3/27/1917,3170
USGS,5552500,3/28/1917,3170
USGS,5552500,3/29/1917,2870
USGS,5552500,3/30/1917,3330
USGS,5552500,3/31/1917,2870
USGS,5552500,4/1/1917,2720
USGS,5552500,4/2/1917,2720
USGS,5552500,4/3/1917,2570
USGS,5552500,4/4/1917,2570
USGS,5552500,4/5/1917,2570
USGS,5552500,4/6/1917,2720
USGS,5552500,4/7/1917,2430
USGS,5552500,4/8/1917,2170
USGS,5552500,4/9/1917,2040
USGS,5552500,4/10/1917,1910
USGS,5552500,4/11/1917,1670
USGS,5552500,4/12/1917,1610
USGS,5552500,4/13/1917,1550
USGS,5552500,4/14/1917,1550
USGS,5552500,4/15/1917,1380
USGS,5552500,4/16/1917,1280
USGS,5552500,4/17/1917,1330
USGS,5552500,4/18/1917,1280
USGS,5552500,4/19/1917,1380
USGS,5552500,4/20/1917,1440
USGS,5552500,4/21/1917,1440
USGS,5552500,4/22/1917,1280
USGS,5552500,4/23/1917,1230
USGS,5552500,4/24/1917,1500
USGS,5552500,4/25/1917,1500
USGS,5552500,4/26/1917,1670
USGS,5552500,4/27/1917,1670
USGS,5552500,4/28/1917,1610
USGS,5552500,4/29/1917,1790
USGS,5552500,4/30/1917,1670
USGS,5552500,5/1/1917,2170
USGS,5552500,5/2/1917,2720
USGS,5552500,5/3/1917,2430
USGS,5552500,5/4/1917,2300
USGS,5552500,5/5/1917,2300
USGS,5552500,5/6/1917,2040
USGS,5552500,5/7/1917,2040
USGS,5552500,5/8/1917,2040
USGS,5552500,5/9/1917,1790
USGS,5552500,5/10/1917,1790
USGS,5552500,5/11/1917,1670
USGS,5552500,5/12/1917,1550
USGS,5552500,5/13/1917,1440
USGS,5552500,5/14/1917,1330
USGS,5552500,5/15/1917,1330
USGS,5552500,5/16/1917,1180
USGS,5552500,5/17/1917,1080
USGS,5552500,5/18/1917,940
USGS,5552500,5/19/1917,852
USGS,5552500,5/20/1917,1230
USGS,5552500,5/21/1917,985
USGS,5552500,5/22/1917,1330
USGS,5552500,5/23/1917,1440
USGS,5552500,5/24/1917,1380
USGS,5552500,5/25/1917,1130
USGS,5552500,5/26/1917,1230
USGS,5552500,5/27/1917,2170
USGS,5552500,5/28/1917,1670
USGS,5552500,5/29/1917,1610
USGS,5552500,5/30/1917,1610
USGS,5552500,5/31/1917,1670
USGS,5552500,6/1/1917,2040
USGS,5552500,6/2/1917,1910
USGS,5552500,6/3/1917,1670
USGS,5552500,6/4/1917,1500
USGS,5552500,6/5/1917,1550
USGS,5552500,6/6/1917,2870
USGS,5552500,6/7/1917,2570
USGS,5552500,6/8/1917,1910
USGS,5552500,6/9/1917,1910
USGS,5552500,6/10/1917,2170
USGS,5552500,6/11/1917,2040
USGS,5552500,6/12/1917,1910
USGS,5552500,6/13/1917,5520
USGS,5552500,6/14/1917,5080
USGS,5552500,6/15/1917,3860
USGS,5552500,6/16/1917,3170
USGS,5552500,6/17/1917,2720
USGS,5552500,6/18/1917,2300
USGS,5552500,6/19/1917,2040
USGS,5552500,6/20/1917,1790
USGS,5552500,6/21/1917,1670
USGS,5552500,6/22/1917,1550
USGS,5552500,6/23/1917,1500
USGS,5552500,6/24/1917,1440
USGS,5552500,6/25/1917,1330
USGS,5552500,6/26/1917,1550
USGS,5552500,6/27/1917,1500
USGS,5552500,6/28/1917,1380
USGS,5552500,6/29/1917,1440
USGS,5552500,6/30/1917,1550
USGS,5552500,7/1/1917,1500
USGS,5552500,7/2/1917,1500
USGS,5552500,7/3/1917,1440
USGS,5552500,7/4/1917,1380
USGS,5552500,7/5/1917,1280
USGS,5552500,7/6/1917,1380
USGS,5552500,7/7/1917,1790
USGS,5552500,7/8/1917,1550
USGS,5552500,7/9/1917,1380
USGS,5552500,7/10/1917,1440
USGS,5552500,7/11/1917,1380
USGS,5552500,7/12/1917,1380
USGS,5552500,7/13/1917,1380
USGS,5552500,7/14/1917,1280
USGS,5552500,7/15/1917,1230
USGS,5552500,7/16/1917,1180
USGS,5552500,7/17/1917,1380
USGS,5552500,7/18/1917,1230
USGS,5552500,7/19/1917,1230
USGS,5552500,7/20/1917,1380
USGS,5552500,7/21/1917,1080
USGS,5552500,7/22/1917,1030
USGS,5552500,7/23/1917,1330
USGS,5552500,7/24/1917,1550
USGS,5552500,7/25/1917,1280
USGS,5552500,7/26/1917,1180
USGS,5552500,7/27/1917,1030
USGS,5552500,7/28/1917,940
USGS,5552500,7/29/1917,810
USGS,5552500,7/30/1917,730
USGS,5552500,7/31/1917,810
USGS,5552500,8/1/1917,730
USGS,5552500,8/2/1917,690
USGS,5552500,8/3/1917,690
USGS,5552500,8/4/1917,690
USGS,5552500,8/5/1917,652
USGS,5552500,8/6/1917,615
USGS,5552500,8/7/1917,652
USGS,5552500,8/8/1917,769
USGS,5552500,8/9/1917,690
USGS,5552500,8/10/1917,652
USGS,5552500,8/11/1917,652
USGS,5552500,8/12/1917,580
USGS,5552500,8/13/1917,580
USGS,5552500,8/14/1917,615
USGS,5552500,8/15/1917,615
USGS,5552500,8/16/1917,580
USGS,5552500,8/17/1917,615
USGS,5552500,8/18/1917,510
USGS,5552500,8/19/1917,477
USGS,5552500,8/20/1917,446
USGS,5552500,8/21/1917,652
USGS,5552500,8/22/1917,652
USGS,5552500,8/23/1917,510
USGS,5552500,8/24/1917,477
USGS,5552500,8/25/1917,477
USGS,5552500,8/26/1917,414
USGS,5552500,8/27/1917,378
USGS,5552500,8/28/1917,378
USGS,5552500,8/29/1917,544
USGS,5552500,8/30/1917,414
USGS,5552500,8/31/1917,390
USGS,5552500,9/1/1917,378
USGS,5552500,9/2/1917,343
USGS,5552500,9/3/1917,366
USGS,5552500,9/4/1917,308
USGS,5552500,9/5/1917,544
USGS,5552500,9/6/1917,580
USGS,5552500,9/7/1917,544
USGS,5552500,9/8/1917,510
USGS,5552500,9/9/1917,402
USGS,5552500,9/10/1917,384
USGS,5552500,9/11/1917,477
USGS,5552500,9/12/1917,580
USGS,5552500,9/13/1917,402
USGS,5552500,9/14/1917,366
USGS,5552500,9/15/1917,414
USGS,5552500,9/16/1917,414
USGS,5552500,9/17/1917,343
USGS,5552500,9/18/1917,446
USGS,5552500,9/19/1917,652
USGS,5552500,9/20/1917,477
USGS,5552500,9/21/1917,477
USGS,5552500,9/22/1917,510
USGS,5552500,9/23/1917,544
USGS,5552500,9/24/1917,446
USGS,5552500,9/25/1917,544
USGS,5552500,9/26/1917,510
USGS,5552500,9/27/1917,544
USGS,5552500,9/28/1917,544
USGS,5552500,9/29/1917,580
USGS,5552500,9/30/1917,544
USGS,5552500,10/1/1917,384
USGS,5552500,10/2/1917,580
USGS,5552500,10/3/1917,652
USGS,5552500,10/4/1917,544
USGS,5552500,10/5/1917,510
USGS,5552500,10/6/1917,580
USGS,5552500,10/7/1917,510
USGS,5552500,10/8/1917,372
USGS,5552500,10/9/1917,510
USGS,5552500,10/10/1917,615
USGS,5552500,10/11/1917,580
USGS,5552500,10/12/1917,544
USGS,5552500,10/13/1917,544
USGS,5552500,10/14/1917,510
USGS,5552500,10/15/1917,372
USGS,5552500,10/16/1917,580
USGS,5552500,10/17/1917,896
USGS,5552500,10/18/1917,940
USGS,5552500,10/19/1917,940
USGS,5552500,10/20/1917,852
USGS,5552500,10/21/1917,690
USGS,5552500,10/22/1917,652
USGS,5552500,10/23/1917,1030
USGS,5552500,10/24/1917,1030
USGS,5552500,10/25/1917,1130
USGS,5552500,10/26/1917,1230
USGS,5552500,10/27/1917,1330
USGS,5552500,10/28/1917,1330
USGS,5552500,10/29/1917,1440
USGS,5552500,10/30/1917,1550
USGS,5552500,10/31/1917,1550
USGS,5552500,11/1/1917,1550
USGS,5552500,11/2/1917,1670
USGS,5552500,11/3/1917,1670
USGS,5552500,11/4/1917,1610
USGS,5552500,11/5/1917,1610
USGS,5552500,11/6/1917,1670
USGS,5552500,11/7/1917,1790
USGS,5552500,11/8/1917,1670
USGS,5552500,11/9/1917,1610
USGS,5552500,11/10/1917,1670
USGS,5552500,11/11/1917,1440
USGS,5552500,11/12/1917,1330
USGS,5552500,11/13/1917,1380
USGS,5552500,11/14/1917,1330
USGS,5552500,11/15/1917,1230
USGS,5552500,11/16/1917,1180
USGS,5552500,11/17/1917,1130
USGS,5552500,11/18/1917,985
USGS,5552500,11/19/1917,940
USGS,5552500,11/20/1917,1180
USGS,5552500,11/21/1917,1080
USGS,5552500,11/22/1917,1030
USGS,5552500,11/23/1917,1030
USGS,5552500,11/24/1917,1030
USGS,5552500,11/25/1917,896
USGS,5552500,11/26/1917,769
USGS,5552500,11/27/1917,940
USGS,5552500,11/28/1917,896
USGS,5552500,11/29/1917,769
USGS,5552500,11/30/1917,730
USGS,5552500,12/1/1917,940
USGS,5552500,12/2/1917,852
USGS,5552500,12/3/1917,852
USGS,5552500,12/4/1917,852
USGS,5552500,12/5/1917,810
USGS,5552500,12/6/1917,550
USGS,5552500,12/7/1917,550
USGS,5552500,12/8/1917,550
USGS,5552500,12/9/1917,550
USGS,5552500,12/10/1917,550
USGS,5552500,12/11/1917,550
USGS,5552500,12/12/1917,550
USGS,5552500,12/13/1917,550
USGS,5552500,12/14/1917,550
USGS,5552500,12/15/1917,550
USGS,5552500,12/16/1917,550
USGS,5552500,12/17/1917,550
USGS,5552500,12/18/1917,550
USGS,5552500,12/19/1917,550
USGS,5552500,12/20/1917,550
USGS,5552500,12/21/1917,450
USGS,5552500,12/22/1917,450
USGS,5552500,12/23/1917,450
USGS,5552500,12/24/1917,450
USGS,5552500,12/25/1917,450
USGS,5552500,12/26/1917,450
USGS,5552500,12/27/1917,450
USGS,5552500,12/28/1917,450
USGS,5552500,12/29/1917,450
USGS,5552500,12/30/1917,450
USGS,5552500,12/31/1917,450
USGS,5552500,1/1/1918,400
USGS,5552500,1/2/1918,400
USGS,5552500,1/3/1918,400
USGS,5552500,1/4/1918,400
USGS,5552500,1/5/1918,400
USGS,5552500,1/6/1918,400
USGS,5552500,1/7/1918,400
USGS,5552500,1/8/1918,400
USGS,5552500,1/9/1918,400
USGS,5552500,1/10/1918,400
USGS,5552500,1/11/1918,370
USGS,5552500,1/12/1918,370
USGS,5552500,1/13/1918,370
USGS,5552500,1/14/1918,370
USGS,5552500,1/15/1918,370
USGS,5552500,1/16/1918,370
USGS,5552500,1/17/1918,370
USGS,5552500,1/18/1918,370
USGS,5552500,1/19/1918,370
USGS,5552500,1/20/1918,370
USGS,5552500,1/21/1918,330
USGS,5552500,1/22/1918,330
USGS,5552500,1/23/1918,330
USGS,5552500,1/24/1918,330
USGS,5552500,1/25/1918,330
USGS,5552500,1/26/1918,330
USGS,5552500,1/27/1918,330
USGS,5552500,1/28/1918,330
USGS,5552500,1/29/1918,330
USGS,5552500,1/30/1918,330
USGS,5552500,1/31/1918,330
USGS,5552500,2/1/1918,680
USGS,5552500,2/2/1918,680
USGS,5552500,2/3/1918,680
USGS,5552500,2/4/1918,680
USGS,5552500,2/5/1918,680
USGS,5552500,2/6/1918,680
USGS,5552500,2/7/1918,680
USGS,5552500,2/8/1918,680
USGS,5552500,2/9/1918,680
USGS,5552500,2/10/1918,680
USGS,5552500,2/11/1918,680
USGS,5552500,2/12/1918,680
USGS,5552500,2/13/1918,11300
USGS,5552500,2/14/1918,13100
USGS,5552500,2/15/1918,15200
USGS,5552500,2/16/1918,8010
USGS,5552500,2/17/1918,4660
USGS,5552500,2/18/1918,3860
USGS,5552500,2/19/1918,5080
USGS,5552500,2/20/1918,5980
USGS,5552500,2/21/1918,3860
USGS,5552500,2/22/1918,3500
USGS,5552500,2/23/1918,3500
USGS,5552500,2/24/1918,4050
USGS,5552500,2/25/1918,4660
USGS,5552500,2/26/1918,4660
USGS,5552500,2/27/1918,4450
USGS,5552500,2/28/1918,4050
USGS,5552500,3/1/1918,3680
USGS,5552500,3/2/1918,4660
USGS,5552500,3/3/1918,5750
USGS,5552500,3/4/1918,8270
USGS,5552500,3/5/1918,7230
USGS,5552500,3/6/1918,7230
USGS,5552500,3/7/1918,6710
USGS,5552500,3/8/1918,5980
USGS,5552500,3/9/1918,5980
USGS,5552500,3/10/1918,6220
USGS,5552500,3/11/1918,4660
USGS,5552500,3/12/1918,5520
USGS,5552500,3/13/1918,5520
USGS,5552500,3/14/1918,7750
USGS,5552500,3/15/1918,7230
USGS,5552500,3/16/1918,6220
USGS,5552500,3/17/1918,5980
USGS,5552500,3/18/1918,5750
USGS,5552500,3/19/1918,5520
USGS,5552500,3/20/1918,5750
USGS,5552500,3/21/1918,5750
USGS,5552500,3/22/1918,5300
USGS,5552500,3/23/1918,5520
USGS,5552500,3/24/1918,5080
USGS,5552500,3/25/1918,4870
USGS,5552500,3/26/1918,4450
USGS,5552500,3/27/1918,4250
USGS,5552500,3/28/1918,4050
USGS,5552500,3/29/1918,3680
USGS,5552500,3/30/1918,3500
USGS,5552500,3/31/1918,3170
USGS,5552500,4/1/1918,2870
USGS,5552500,4/2/1918,2720
USGS,5552500,4/3/1918,2570
USGS,5552500,4/4/1918,2570
USGS,5552500,4/5/1918,2170
USGS,5552500,4/6/1918,3500
USGS,5552500,4/7/1918,1930
USGS,5552500,4/8/1918,1820
USGS,5552500,4/9/1918,1710
USGS,5552500,4/10/1918,1710
USGS,5552500,4/11/1918,1660
USGS,5552500,4/12/1918,1560
USGS,5552500,4/13/1918,1460
USGS,5552500,4/14/1918,1310
USGS,5552500,4/15/1918,1260
USGS,5552500,4/16/1918,1310
USGS,5552500,4/17/1918,1220
USGS,5552500,4/18/1918,1310
USGS,5552500,4/19/1918,1260
USGS,5552500,4/20/1918,1310
USGS,5552500,4/21/1918,1610
USGS,5552500,4/22/1918,1820
USGS,5552500,4/23/1918,1930
USGS,5552500,4/24/1918,1660
USGS,5552500,4/25/1918,1510
USGS,5552500,4/26/1918,1560
USGS,5552500,4/27/1918,1560
USGS,5552500,4/28/1918,1510
USGS,5552500,4/29/1918,1660
USGS,5552500,4/30/1918,1820
USGS,5552500,5/1/1918,1610
USGS,5552500,5/2/1918,1710
USGS,5552500,5/3/1918,1660
USGS,5552500,5/4/1918,1560
USGS,5552500,5/5/1918,1460
USGS,5552500,5/6/1918,1460
USGS,5552500,5/7/1918,1410
USGS,5552500,5/8/1918,1260
USGS,5552500,5/9/1918,1310
USGS,5552500,5/10/1918,1360
USGS,5552500,5/11/1918,1310
USGS,5552500,5/12/1918,1220
USGS,5552500,5/13/1918,1220
USGS,5552500,5/14/1918,1360
USGS,5552500,5/15/1918,1180
USGS,5552500,5/16/1918,1080
USGS,5552500,5/17/1918,997
USGS,5552500,5/18/1918,954
USGS,5552500,5/19/1918,922
USGS,5552500,5/20/1918,871
USGS,5552500,5/21/1918,997
USGS,5552500,5/22/1918,1260
USGS,5552500,5/23/1918,1410
USGS,5552500,5/24/1918,1610
USGS,5552500,5/25/1918,1610
USGS,5552500,5/26/1918,1560
USGS,5552500,5/27/1918,1360
USGS,5552500,5/28/1918,1360
USGS,5552500,5/29/1918,1360
USGS,5552500,5/30/1918,1360
USGS,5552500,5/31/1918,1310
USGS,5552500,6/1/1918,1310
USGS,5552500,6/2/1918,997
USGS,5552500,6/3/1918,830
USGS,5552500,6/4/1918,997
USGS,5552500,6/5/1918,871
USGS,5552500,6/6/1918,922
USGS,5552500,6/7/1918,997
USGS,5552500,6/8/1918,997
USGS,5552500,6/9/1918,790
USGS,5552500,6/10/1918,712
USGS,5552500,6/11/1918,871
USGS,5552500,6/12/1918,922
USGS,5552500,6/13/1918,712
USGS,5552500,6/14/1918,535
USGS,5552500,6/15/1918,502
USGS,5552500,6/16/1918,751
USGS,5552500,6/17/1918,471
USGS,5552500,6/18/1918,568
USGS,5552500,6/19/1918,535
USGS,5552500,6/20/1918,471
USGS,5552500,6/21/1918,471
USGS,5552500,6/22/1918,423
USGS,5552500,6/23/1918,376
USGS,5552500,6/24/1918,275
USGS,5552500,6/25/1918,266
USGS,5552500,6/26/1918,405
USGS,5552500,6/27/1918,535
USGS,5552500,6/28/1918,922
USGS,5552500,6/29/1918,603
USGS,5552500,6/30/1918,471
USGS,5552500,7/1/1918,428
USGS,5552500,7/2/1918,317
USGS,5552500,7/3/1918,405
USGS,5552500,7/4/1918,405
USGS,5552500,7/5/1918,388
USGS,5552500,7/6/1918,285
USGS,5552500,7/7/1918,440
USGS,5552500,7/8/1918,376
USGS,5552500,7/9/1918,394
USGS,5552500,7/10/1918,405
USGS,5552500,7/11/1918,417
USGS,5552500,7/12/1918,440
USGS,5552500,7/13/1918,371
USGS,5552500,7/14/1918,382
USGS,5552500,7/15/1918,285
USGS,5552500,7/16/1918,280
USGS,5552500,7/17/1918,382
USGS,5552500,7/18/1918,388
USGS,5552500,7/19/1918,388
USGS,5552500,7/20/1918,388
USGS,5552500,7/21/1918,382
USGS,5552500,7/22/1918,311
USGS,5552500,7/23/1918,228
USGS,5552500,7/24/1918,266
USGS,5552500,7/25/1918,354
USGS,5552500,7/26/1918,502
USGS,5552500,7/27/1918,502
USGS,5552500,7/28/1918,394
USGS,5552500,7/29/1918,327
USGS,5552500,7/30/1918,237
USGS,5552500,7/31/1918,311
USGS,5552500,8/1/1918,301
USGS,5552500,8/2/1918,349
USGS,5552500,8/3/1918,285
USGS,5552500,8/4/1918,296
USGS,5552500,8/5/1918,306
USGS,5552500,8/6/1918,228
USGS,5552500,8/7/1918,502
USGS,5552500,8/8/1918,247
USGS,5552500,8/9/1918,301
USGS,5552500,8/10/1918,296
USGS,5552500,8/11/1918,247
USGS,5552500,8/12/1918,206
USGS,5552500,8/13/1918,194
USGS,5552500,8/14/1918,202
USGS,5552500,8/15/1918,202
USGS,5552500,8/16/1918,285
USGS,5552500,8/17/1918,411
USGS,5552500,8/18/1918,638
USGS,5552500,8/19/1918,417
USGS,5552500,8/20/1918,301
USGS,5552500,8/21/1918,285
USGS,5552500,8/22/1918,285
USGS,5552500,8/23/1918,285
USGS,5552500,8/24/1918,266
USGS,5552500,8/25/1918,270
USGS,5552500,8/26/1918,252
USGS,5552500,8/27/1918,177
USGS,5552500,8/28/1918,198
USGS,5552500,8/29/1918,185
USGS,5552500,8/30/1918,252
USGS,5552500,8/31/1918,228
USGS,5552500,9/1/1918,185
USGS,5552500,9/2/1918,228
USGS,5552500,9/3/1918,194
USGS,5552500,9/4/1918,145
USGS,5552500,9/5/1918,194
USGS,5552500,9/6/1918,185
USGS,5552500,9/7/1918,296
USGS,5552500,9/8/1918,296
USGS,5552500,9/9/1918,280
USGS,5552500,9/10/1918,224
USGS,5552500,9/11/1918,275
USGS,5552500,9/12/1918,376
USGS,5552500,9/13/1918,360
USGS,5552500,9/14/1918,322
USGS,5552500,9/15/1918,371
USGS,5552500,9/16/1918,338
USGS,5552500,9/17/1918,233
USGS,5552500,9/18/1918,228
USGS,5552500,9/19/1918,354
USGS,5552500,9/20/1918,317
USGS,5552500,9/21/1918,256
USGS,5552500,9/22/1918,296
USGS,5552500,9/23/1918,306
USGS,5552500,9/24/1918,206
USGS,5552500,9/25/1918,266
USGS,5552500,9/26/1918,327
USGS,5552500,9/27/1918,399
USGS,5552500,9/28/1918,332
USGS,5552500,9/29/1918,322
USGS,5552500,9/30/1918,285
USGS,5552500,10/1/1918,176
USGS,5552500,10/2/1918,282
USGS,5552500,10/3/1918,358
USGS,5552500,10/4/1918,331
USGS,5552500,10/5/1918,358
USGS,5552500,10/6/1918,331
USGS,5552500,10/7/1918,306
USGS,5552500,10/8/1918,229
USGS,5552500,10/9/1918,273
USGS,5552500,10/10/1918,358
USGS,5552500,10/11/1918,385
USGS,5552500,10/12/1918,358
USGS,5552500,10/13/1918,321
USGS,5552500,10/14/1918,321
USGS,5552500,10/15/1918,246
USGS,5552500,10/16/1918,358
USGS,5552500,10/17/1918,385
USGS,5552500,10/18/1918,358
USGS,5552500,10/19/1918,358
USGS,5552500,10/20/1918,385
USGS,5552500,10/21/1918,302
USGS,5552500,10/22/1918,212
USGS,5552500,10/23/1918,500
USGS,5552500,10/24/1918,672
USGS,5552500,10/25/1918,672
USGS,5552500,10/26/1918,532
USGS,5552500,10/27/1918,672
USGS,5552500,10/28/1918,672
USGS,5552500,10/29/1918,830
USGS,5552500,10/30/1918,790
USGS,5552500,10/31/1918,790
USGS,5552500,11/1/1918,600
USGS,5552500,11/2/1918,500
USGS,5552500,11/3/1918,635
USGS,5552500,11/4/1918,440
USGS,5552500,11/5/1918,600
USGS,5552500,11/6/1918,532
USGS,5552500,11/7/1918,532
USGS,5552500,11/8/1918,1040
USGS,5552500,11/9/1918,995
USGS,5552500,11/10/1918,950
USGS,5552500,11/11/1918,750
USGS,5552500,11/12/1918,565
USGS,5552500,11/13/1918,830
USGS,5552500,11/14/1918,750
USGS,5552500,11/15/1918,635
USGS,5552500,11/16/1918,600
USGS,5552500,11/17/1918,635
USGS,5552500,11/18/1918,532
USGS,5552500,11/19/1918,470
USGS,5552500,11/20/1918,500
USGS,5552500,11/21/1918,470
USGS,5552500,11/22/1918,385
USGS,5552500,11/23/1918,600
USGS,5552500,11/24/1918,565
USGS,5552500,11/25/1918,600
USGS,5552500,11/26/1918,635
USGS,5552500,11/27/1918,635
USGS,5552500,11/28/1918,635
USGS,5552500,11/29/1918,750
USGS,5552500,11/30/1918,790
USGS,5552500,12/1/1918,1040
USGS,5552500,12/2/1918,532
USGS,5552500,12/3/1918,635
USGS,5552500,12/4/1918,710
USGS,5552500,12/5/1918,470
USGS,5552500,12/6/1918,470
USGS,5552500,12/7/1918,440
USGS,5552500,12/8/1918,440
USGS,5552500,12/9/1918,470
USGS,5552500,12/10/1918,635
USGS,5552500,12/11/1918,910
USGS,5552500,12/12/1918,870
USGS,5552500,12/13/1918,1040
USGS,5552500,12/14/1918,1510
USGS,5552500,12/15/1918,1610
USGS,5552500,12/16/1918,1310
USGS,5552500,12/17/1918,1220
USGS,5552500,12/18/1918,1130
USGS,5552500,12/19/1918,1130
USGS,5552500,12/20/1918,1130
USGS,5552500,12/21/1918,1220
USGS,5552500,12/22/1918,1220
USGS,5552500,12/23/1918,1510
USGS,5552500,12/24/1918,1220
USGS,5552500,12/25/1918,1310
USGS,5552500,12/26/1918,1310
USGS,5552500,12/27/1918,1410
USGS,5552500,12/28/1918,1310
USGS,5552500,12/29/1918,1130
USGS,5552500,12/30/1918,1130
USGS,5552500,12/31/1918,1510
USGS,5552500,1/1/1919,1220
USGS,5552500,1/2/1919,1220
USGS,5552500,1/3/1919,1220
USGS,5552500,1/4/1919,1220
USGS,5552500,1/5/1919,1220
USGS,5552500,1/6/1919,1220
USGS,5552500,1/7/1919,1220
USGS,5552500,1/8/1919,1220
USGS,5552500,1/9/1919,1220
USGS,5552500,1/10/1919,1220
USGS,5552500,1/11/1919,890
USGS,5552500,1/12/1919,890
USGS,5552500,1/13/1919,890
USGS,5552500,1/14/1919,890
USGS,5552500,1/15/1919,890
USGS,5552500,1/16/1919,890
USGS,5552500,1/17/1919,890
USGS,5552500,1/18/1919,890
USGS,5552500,1/19/1919,890
USGS,5552500,1/20/1919,890
USGS,5552500,1/21/1919,1420
USGS,5552500,1/22/1919,1420
USGS,5552500,1/23/1919,1420
USGS,5552500,1/24/1919,1420
USGS,5552500,1/25/1919,1940
USGS,5552500,1/26/1919,2060
USGS,5552500,1/27/1919,1510
USGS,5552500,1/28/1919,1610
USGS,5552500,1/29/1919,1410
USGS,5552500,1/30/1919,1410
USGS,5552500,1/31/1919,1410
USGS,5552500,2/1/1919,1410
USGS,5552500,2/2/1919,1820
USGS,5552500,2/3/1919,1220
USGS,5552500,2/4/1919,1130
USGS,5552500,2/5/1919,1040
USGS,5552500,2/6/1919,1130
USGS,5552500,2/7/1919,870
USGS,5552500,2/8/1919,820
USGS,5552500,2/9/1919,820
USGS,5552500,2/10/1919,820
USGS,5552500,2/11/1919,820
USGS,5552500,2/12/1919,820
USGS,5552500,2/13/1919,995
USGS,5552500,2/14/1919,950
USGS,5552500,2/15/1919,1040
USGS,5552500,2/16/1919,1310
USGS,5552500,2/17/1919,950
USGS,5552500,2/18/1919,1310
USGS,5552500,2/19/1919,1130
USGS,5552500,2/20/1919,1310
USGS,5552500,2/21/1919,1310
USGS,5552500,2/22/1919,1410
USGS,5552500,2/23/1919,1220
USGS,5552500,2/24/1919,1310
USGS,5552500,2/25/1919,1510
USGS,5552500,2/26/1919,1310
USGS,5552500,2/27/1919,1310
USGS,5552500,2/28/1919,1220
USGS,5552500,3/1/1919,1220
